Birth Date (Medallists.Csv),Code (Medallists.Csv),Country (Medallists.Csv),Country Code (Medallists.Csv),Discipline,Event,Gender (Medallists.Csv),Medal Code,Medal Date,Medal Type,Name (Medallists.Csv),Number of Female Medallists,Number of Male Medallists
19-Jul-94,1965567,Netherlands,NED,Rowing,Women's Four,Female,1,,Gold ,DRENTH Hermijntje,1,0
21-Nov-00,1965557,Netherlands,NED,Rowing,Women's Four,Female,1,,Gold ,BOONSTRA Benthe,1,0
07-Apr-95,1965556,Netherlands,NED,Rowing,Women's Pair,Female,1,,Gold ,MEESTER Veronique,1,0
17-Jul-95,1965559,Netherlands,NED,Rowing,Women's Pair,Female,1,,Gold ,CLEVERING Ymkje,1,0
24-Dec-90,1927024,New Zealand,NZL,Rowing,Women's Double Sculls,Female,1,,Gold ,SPOORS Lucy,1,0
06-Jan-95,1927028,New Zealand,NZL,Rowing,Women's Double Sculls,Female,1,,Gold ,FRANCIS Brooke,1,0
07-Mar-94,1550789,Romania,ROU,Rowing,Women's Eight,Female,1,,Gold ,VRINCEANU Ioana,1,0
18-Jun-97,1550294,Romania,ROU,Rowing,Women's Eight,Female,1,,Gold ,BERES Amalia,1,0
01-Jan-98,1550289,Romania,ROU,Rowing,Women's Eight,Female,1,,Gold ,ANGHEL Roxana,1,0
25-Sep-98,1550303,Romania,ROU,Rowing,Women's Eight,Female,1,,Gold ,BODNAR Ancuta,1,0
05-Apr-99,1550560,Romania,ROU,Rowing,Women's Eight,Female,1,,Gold ,RADIS Simona,1,0
11-Apr-99,1550285,Romania,ROU,Rowing,Women's Eight,Female,1,,Gold ,ADAM Adriana,1,0
28-Jun-99,1550437,Romania,ROU,Rowing,Women's Eight,Female,1,,Gold ,LEHACI Maria,1,0
30-Sep-99,1550630,Romania,ROU,Rowing,Women's Eight,Female,1,,Gold ,RUSU Maria Magdalena,1,0
21-Jan-03,1550542,Romania,ROU,Rowing,Women's Eight,Female,1,,Gold ,PETREANU Victoria Stefania,1,0
29-Mar-94,1566451,Austria,AUT,Sailing,Mixed Dinghy,Female,1,,Gold ,VADLAU Lara,1,0
13-Jun-87,1899647,Italy,ITA,Sailing,Mixed Multihull,Female,1,,Gold ,BANTI Caterina Marianna,1,0
29-Jun-93,1970514,Netherlands,NED,Sailing,Women's Skiff,Female,1,,Gold ,DUETZ Annette,1,0
14-Jan-98,1970495,Netherlands,NED,Sailing,Women's Skiff,Female,1,,Gold ,van AANHOLT Odile,1,0
13-Jul-83,1915325,Italy,ITA,Shooting,Skeet Mixed Team,Female,1,,Gold ,BACOSI Diana,1,0
10-Feb-96,1946157,Australia,AUS,Swimming,Women's 4 x 200m Freestyle Relay,Female,1,,Gold ,THROSSELL Brianna,1,0
06-Nov-98,1946227,Australia,AUS,Swimming,Women's 4 x 200m Freestyle Relay,Female,1,,Gold ,JACK Shayna,1,0
07-Sep-00,1946150,Australia,AUS,Swimming,Women's 4 x 200m Freestyle Relay,Female,1,,Gold ,TITMUS Ariarne,1,0
06-Jun-02,1946201,Australia,AUS,Swimming,Women's 4 x 200m Freestyle Relay,Female,1,,Gold ,PALLISTER Lani,1,0
02-Apr-04,1946218,Australia,AUS,Swimming,Women's 4 x 200m Freestyle Relay,Female,1,,Gold ,O'CALLAGHAN Mollie,1,0
19-Jan-05,1946188,Australia,AUS,Swimming,Women's 4 x 200m Freestyle Relay,Female,1,,Gold ,PERKINS Jamie,1,0
03-Dec-96,1935860,United States,USA,Swimming,Mixed 4 x 100m Medley Relay,Female,1,,Gold ,WEITZEIL Abbey,1,0
09-Feb-02,1935984,United States,USA,Swimming,Mixed 4 x 100m Medley Relay,Female,1,,Gold ,SMITH Regan,1,0
07-Dec-02,1935923,United States,USA,Swimming,Mixed 4 x 100m Medley Relay,Female,1,,Gold ,HUSKE Torri,1,0
29-Jan-03,1935998,United States,USA,Swimming,Mixed 4 x 100m Medley Relay,Female,1,,Gold ,WALSH Gretchen,1,0
10-Feb-97,1935932,United States,USA,Swimming,Women's 4 x 100m Medley Relay,Female,1,,Gold ,KING Lilly,1,0
28-Jan-01,1935873,United States,USA,Swimming,Women's 4 x 100m Medley Relay,Female,1,,Gold ,BERKOFF Katharine,1,0
17-Nov-01,1935895,United States,USA,Swimming,Women's 4 x 100m Medley Relay,Female,1,,Gold ,DOUGLASS Kate,1,0
09-Feb-02,1935984,United States,USA,Swimming,Women's 4 x 100m Medley Relay,Female,1,,Gold ,SMITH Regan,1,0
07-Dec-02,1935923,United States,USA,Swimming,Women's 4 x 100m Medley Relay,Female,1,,Gold ,HUSKE Torri,1,0
29-Jan-03,1935998,United States,USA,Swimming,Women's 4 x 100m Medley Relay,Female,1,,Gold ,WALSH Gretchen,1,0
13-Jan-04,1935999,United States,USA,Swimming,Women's 4 x 100m Medley Relay,Female,1,,Gold ,WEBER Emma,1,0
13-Nov-06,1935979,United States,USA,Swimming,Women's 4 x 100m Medley Relay,Female,1,,Gold ,SHACKELL Alex,1,0
15-Jan-94,1902307,China,CHN,Table Tennis,Women's Team,Female,1,,Gold ,CHEN Meng,1,0
09-Feb-99,1902314,China,CHN,Table Tennis,Women's Team,Female,1,,Gold ,WANG Manyu,1,0
04-Nov-00,1902313,China,CHN,Table Tennis,Women's Team,Female,1,,Gold ,SUN Yingsha,1,0
10-May-96,1901342,Czechia,CZE,Tennis,Mixed Doubles,Female,1,,Gold ,SINIAKOVA Katerina,1,0
29-Apr-87,1562409,Italy,ITA,Tennis,Women's Doubles,Female,1,,Gold ,ERRANI Sara,1,0
04-Jan-96,1910330,Italy,ITA,Tennis,Women's Doubles,Female,1,,Gold ,PAOLINI Jasmine,1,0
26-Jun-96,1558773,Germany,GER,Triathlon,Mixed Relay,Female,1,,Gold ,LINDEMANN Laura,1,0
01-Dec-98,1558784,Germany,GER,Triathlon,Mixed Relay,Female,1,,Gold ,TERTSCH Lisa,1,0
08-Jan-87,1921757,Italy,ITA,Volleyball,Women,Female,1,,Gold ,de GENNARO Monica,1,0
02-Feb-94,1921747,Italy,ITA,Volleyball,Women,Female,1,,Gold ,BOSETTI Caterina Chiara,1,0
20-Feb-94,1921761,Italy,ITA,Volleyball,Women,Female,1,,Gold ,SPIRITO Ilaria,1,0
08-Jan-95,1921746,Italy,ITA,Volleyball,Women,Female,1,,Gold ,SYLLA Myriam Fatime,1,0
20-Apr-96,1921751,Italy,ITA,Volleyball,Women,Female,1,,Gold ,DANESI Anna,1,0
28-May-96,1921740,Italy,ITA,Volleyball,Women,Female,1,,Gold ,CAMBI Carlotta,1,0
18-Jul-98,1921738,Italy,ITA,Volleyball,Women,Female,1,,Gold ,ORRO Alessia,1,0
18-Dec-98,1921742,Italy,ITA,Volleyball,Women,Female,1,,Gold ,EGONU Paola Ogechi,1,0
11-Apr-00,1921753,Italy,ITA,Volleyball,Women,Female,1,,Gold ,LUBIAN Marina,1,0
12-Sep-01,1921752,Italy,ITA,Volleyball,Women,Female,1,,Gold ,FAHR Sarah Luisa,1,0
17-Dec-01,1969716,Italy,ITA,Volleyball,Women,Female,1,,Gold ,GIOVANNINI Gaia,1,0
25-Aug-02,1921749,Italy,ITA,Volleyball,Women,Female,1,,Gold ,OMORUYI Oghosasere Loveth,1,0
19-Mar-03,1921743,Italy,ITA,Volleyball,Women,Female,1,,Gold ,ANTROPOVA Ekaterina,1,0
04-Apr-86,1954894,Spain,ESP,Water Polo,Women,Female,1,,Gold ,PENA Pili,1,0
22-Jan-90,1954878,Spain,ESP,Water Polo,Women,Female,1,,Gold ,ESTER RAMOS Laura,1,0
17-Oct-90,1954881,Spain,ESP,Water Polo,Women,Female,1,,Gold ,GARCIA GODOY Maica,1,0
08-Jan-93,1954877,Spain,ESP,Water Polo,Women,Female,1,,Gold ,ESPAR LLAQUET Anni,1,0
21-Jun-95,1954893,Spain,ESP,Water Polo,Women,Female,1,,Gold ,ORTIZ Bea,1,0
07-Jun-96,1954880,Spain,ESP,Water Polo,Women,Female,1,,Gold ,FORCA ARIZA Judith,1,0
07-Apr-98,1954875,Spain,ESP,Water Polo,Women,Female,1,,Gold ,CRESPI BARRIGA Paula,1,0
27-Apr-00,1954886,Spain,ESP,Water Polo,Women,Female,1,,Gold ,LEITON ARRONES Paula,1,0
12-Feb-02,1954874,Spain,ESP,Water Polo,Women,Female,1,,Gold ,CAMUS Paula,1,0
28-Aug-02,1954903,Spain,ESP,Water Polo,Women,Female,1,,Gold ,TERRE Martina,1,0
10-Apr-03,1954895,Spain,ESP,Water Polo,Women,Female,1,,Gold ,PEREZ VIVAS Nona,1,0
29-Oct-04,1954900,Spain,ESP,Water Polo,Women,Female,1,,Gold ,RUIZ BARRIL Elena,1,0
23-Jun-05,1954897,Spain,ESP,Water Polo,Women,Female,1,,Gold ,PIRALKOVA COELLO Isabel,1,0
28-Dec-84,1958573,Spain,ESP,3x3 Basketball,Women,Female,2,,Silver ,YGUERAVIDE Sandra,1,0
08-Jan-91,1958504,Spain,ESP,3x3 Basketball,Women,Female,2,,Silver ,GIMENO Vega,1,0
11-Aug-92,1958461,Spain,ESP,3x3 Basketball,Women,Female,2,,Silver ,ALONSO Gracia,1,0
22-Mar-99,1958475,Spain,ESP,3x3 Basketball,Women,Female,2,,Silver ,CAMILION Juana,1,0
19-Apr-96,1553258,Germany,GER,Archery,Mixed Team,Female,2,,Silver ,KROPPEN Michelle,1,0
02-Dec-96,1943038,United States,USA,Artistic Swimming,Team,Female,2,,Silver ,ALVAREZ Anita,1,0
30-Apr-99,1943046,United States,USA,Artistic Swimming,Team,Female,2,,Silver ,LUU Jacklyn,1,0
06-Oct-01,1943048,United States,USA,Artistic Swimming,Team,Female,2,,Silver ,RAMIREZ Daniella,1,0
14-Aug-02,1943049,United States,USA,Artistic Swimming,Team,Female,2,,Silver ,REMATI Ruby,1,0
05-Dec-03,1943040,United States,USA,Artistic Swimming,Team,Female,2,,Silver ,CZARKOWSKI Jaime,1,0
04-Mar-04,1943043,United States,USA,Artistic Swimming,Team,Female,2,,Silver ,HUNTER Keana,1,0
15-Oct-05,1943042,United States,USA,Artistic Swimming,Team,Female,2,,Silver ,FIELD Megumi,1,0
18-Dec-05,1943045,United States,USA,Artistic Swimming,Team,Female,2,,Silver ,LIU Calista,1,0
16-Jun-06,1943044,United States,USA,Artistic Swimming,Team,Female,2,,Silver ,KWON Audrey,1,0
30-May-00,1930407,Ecuador,ECU,Athletics,Marathon Race Walk Relay Mixed,Female,2,,Silver ,MOREJON Glenda,1,0
18-Dec-93,1924507,Great Britain,GBR,Athletics,Women's 4 x 100m Relay,Female,2,,Silver ,WILLIAMS Bianca,1,0
26-Aug-95,1956843,Great Britain,GBR,Athletics,Women's 4 x 100m Relay,Female,2,,Silver ,HENRY Desiree,1,0
04-Dec-95,1924384,Great Britain,GBR,Athletics,Women's 4 x 100m Relay,Female,2,,Silver ,ASHER-SMITH Dina,1,0
29-Aug-96,1924460,Great Britain,GBR,Athletics,Women's 4 x 100m Relay,Female,2,,Silver ,NEITA Daryll,1,0
17-Dec-97,1924446,Great Britain,GBR,Athletics,Women's 4 x 100m Relay,Female,2,,Silver ,LANSIQUOT Imani,1,0
15-May-02,1924432,Great Britain,GBR,Athletics,Women's 4 x 100m Relay,Female,2,,Silver ,HUNT Amy,1,0
10-Sep-92,1972288,Netherlands,NED,Athletics,Women's 4 x 400m Relay,Female,2,,Silver ,de WITTE Lisanne,1,0
04-Jun-97,4980004,Netherlands,NED,Athletics,Women's 4 x 400m Relay,Female,2,,Silver ,van de WIEL Anne,1,0
30-Jul-98,1972248,Netherlands,NED,Athletics,Women's 4 x 400m Relay,Female,2,,Silver ,SAALBERG Eveline,1,0
20-Aug-98,1972115,Netherlands,NED,Athletics,Women's 4 x 400m Relay,Female,2,,Silver ,KLAVER Lieke,1,0
16-Apr-04,1972251,Netherlands,NED,Athletics,Women's 4 x 400m Relay,Female,2,,Silver ,van der SCHOOT Myrte,1,0
20-Mar-95,1960179,United States,USA,Athletics,4 x 400m Relay Mixed,Female,2,,Silver ,LITTLE Shamier,1,0
15-Feb-02,4979557,United States,USA,Athletics,4 x 400m Relay Mixed,Female,2,,Silver ,WHITTAKER Isabella,1,0
31-Dec-04,1960650,United States,USA,Athletics,4 x 400m Relay Mixed,Female,2,,Silver ,BROWN Kaylyn,1,0
03-Apr-03,1913442,China,CHN,Badminton,Women's Doubles,Female,2,,Silver ,TAN Ning,1,0
08-Apr-04,1913441,China,CHN,Badminton,Women's Doubles,Female,2,,Silver ,LIU Sheng Shu,1,0
27-Jun-00,1891502,Korea,KOR,Badminton,Mixed Doubles,Female,2,,Silver ,JEONG Na Eun,1,0
10-Jan-89,1573452,France,FRA,Basketball,Women,Female,2,,Silver ,MICHEL BOURY Sarah,1,0
27-Jun-93,1573441,France,FRA,Basketball,Women,Female,2,,Silver ,BERNIES Romane,1,0
29-Apr-94,1573439,France,FRA,Basketball,Women,Female,2,,Silver ,AYAYI Valeriane,1,0
24-Nov-94,1573440,France,FRA,Basketball,Women,Female,2,,Silver ,BADIANE Marieme,1,0
21-Jan-95,1573448,France,FRA,Basketball,Women,Female,2,,Silver ,JOHANNES Marine,1,0
09-Sep-96,1573457,France,FRA,Basketball,Women,Female,2,,Silver ,WILLIAMS Gabby,1,0
05-Sep-98,1573442,France,FRA,Basketball,Women,Female,2,,Silver ,CHERY Alexia,1,0
23-Jan-01,1573445,France,FRA,Basketball,Women,Female,2,,Silver ,FAUTHOUX Marine,1,0
12-Jul-01,1573454,France,FRA,Basketball,Women,Female,2,,Silver ,RUPERT Iliana,1,0
05-Sep-01,1573455,France,FRA,Basketball,Women,Female,2,,Silver ,SALAUN Janelle,1,0
02-Jun-04,1573449,France,FRA,Basketball,Women,Female,2,,Silver ,LACAN Leila,1,0
16-Nov-05,1573451,France,FRA,Basketball,Women,Female,2,,Silver ,MALONGA Dominique,1,0
01-Jul-92,1967346,Canada,CAN,Beach Volleyball,Women,Female,2,,Silver ,WILKERSON Brandie,1,0
10-Oct-92,1967340,Canada,CAN,Beach Volleyball,Women,Female,2,,Silver ,HUMANA-PAREDES Melissa,1,0
08-Apr-94,1913743,Germany,GER,Canoe Sprint,Women's Kayak Four 500m,Female,2,,Silver ,BRUESSLER Sarah,1,0
26-Oct-97,1913800,Germany,GER,Canoe Sprint,Women's Kayak Four 500m,Female,2,,Silver ,PASZEK Paulina,1,0
24-Sep-99,1913749,Germany,GER,Canoe Sprint,Women's Kayak Four 500m,Female,2,,Silver ,HAKE Jule Marie,1,0
13-Mar-03,1913793,Germany,GER,Canoe Sprint,Women's Kayak Four 500m,Female,2,,Silver ,JAGSCH Pauline,1,0
01-Aug-90,1912519,Great Britain,GBR,Cycling Track,Women's Madison,Female,2,,Silver ,EVANS Neah,1,0
07-Sep-94,1912507,Great Britain,GBR,Cycling Track,Women's Madison,Female,2,,Silver ,BARKER Elinor,1,0
04-Nov-97,1945056,New Zealand,NZL,Cycling Track,Women's Team Pursuit,Female,2,,Silver ,BOTHA Bryony,1,0
23-Feb-99,1945081,New Zealand,NZL,Cycling Track,Women's Team Pursuit,Female,2,,Silver ,SHEARMAN Emily,1,0
09-Sep-99,1945061,New Zealand,NZL,Cycling Track,Women's Team Pursuit,Female,2,,Silver ,SHIELDS Nicole,1,0
04-Jan-01,1945080,New Zealand,NZL,Cycling Track,Women's Team Pursuit,Female,2,,Silver ,WOLLASTON Ally,1,0
13-Dec-01,1945066,New Zealand,NZL,Cycling Track,Women's Team Pursuit,Female,2,,Silver ,DONNELLY Samantha,1,0
09-Jul-98,1945068,New Zealand,NZL,Cycling Track,Women's Team Sprint,Female,2,,Silver ,PETCH Rebecca,1,0
31-Dec-99,1945040,New Zealand,NZL,Cycling Track,Women's Team Sprint,Female,2,,Silver ,ANDREWS Ellesse,1,0
03-Oct-00,1945035,New Zealand,NZL,Cycling Track,Women's Team Sprint,Female,2,,Silver ,FULTON Shaane,1,0
25-Jan-01,1945038,New Zealand,NZL,Cycling Track,Women's Team Sprint,Female,2,,Silver ,KING Olivia,1,0
02-Jan-92,1892363,Denmark,DEN,Equestrian,Dressage Team,Female,2,,Silver ,LAUDRUP-DUFOUR Cathrine,1,0
23-Oct-92,1892364,Denmark,DEN,Equestrian,Dressage Team,Female,2,,Silver ,SLOTH Nadja Aaboe,1,0
08-Oct-93,1892358,Denmark,DEN,Equestrian,Dressage Team,Female,2,,Silver ,SKODBORG MERRALD Nanna,1,0
14-Nov-65,1951840,United States,USA,Equestrian,Jumping Team,Female,2,,Silver ,KRAUT Laura,1,0
06-Jun-88,1924276,Italy,ITA,Fencing,Women's Foil Team,Female,2,,Silver ,ERRIGO Arianna,1,0
15-Apr-92,1924275,Italy,ITA,Fencing,Women's Foil Team,Female,2,,Silver ,VOLPI Alice,1,0
10-Feb-94,1924279,Italy,ITA,Fencing,Women's Foil Team,Female,2,,Silver ,PALUMBO Francesca,1,0
15-Nov-01,1924277,Italy,ITA,Fencing,Women's Foil Team,Female,2,,Silver ,FAVARETTO Martina,1,0
24-Jan-93,1927158,Korea,KOR,Fencing,Women's Sabre Team,Female,2,,Silver ,YOON Jisu,1,0
01-Aug-97,1927122,Korea,KOR,Fencing,Women's Sabre Team,Female,2,,Silver ,JEON Eunhye,1,0
11-Aug-00,1927113,Korea,KOR,Fencing,Women's Sabre Team,Female,2,,Silver ,CHOI Sebin,1,0
18-Aug-01,1927123,Korea,KOR,Fencing,Women's Sabre Team,Female,2,,Silver ,JEON Hayoung,1,0
19-Feb-86,1967617,Brazil,BRA,Football,Women,Female,2,,Silver ,MARTA,1,0
24-Jul-87,1967607,Brazil,BRA,Football,Women,Female,2,,Silver ,LUCIANA,1,0
10-Oct-87,1967626,Brazil,BRA,Football,Women,Female,2,,Silver ,TAMIRES,1,0
18-Jun-91,1967625,Brazil,BRA,Football,Women,Female,2,,Silver ,RAFAELLE,1,0
26-Apr-94,1967575,Brazil,BRA,Football,Women,Female,2,,Silver ,ANTONIA,1,0
01-Dec-94,1967612,Brazil,BRA,Football,Women,Female,2,,Silver ,LUDMILA,1,0
01-May-95,1967630,Brazil,BRA,Football,Women,Female,2,,Silver ,TAINA,1,0
18-Jul-95,1967593,Brazil,BRA,Football,Women,Female,2,,Silver ,GABI PORTILHO,1,0
01-May-96,1967628,Brazil,BRA,Football,Women,Female,2,,Silver ,THAIS,1,0
28-Oct-96,1967636,Brazil,BRA,Football,Women,Female,2,,Silver ,YASMIM,1,0
17-Nov-96,1967574,Brazil,BRA,Football,Women,Female,2,,Silver ,ADRIANA,1,0
10-Mar-97,1967594,Brazil,BRA,Football,Women,Female,2,,Silver ,GABI NUNES,1,0
06-May-97,1967608,Brazil,BRA,Football,Women,Female,2,,Silver ,LORENA,1,0
17-Nov-99,1967602,Brazil,BRA,Football,Women,Female,2,,Silver ,KEROLIN,1,0
26-Jan-00,1967567,Brazil,BRA,Football,Women,Female,2,,Silver ,ANGELINA,1,0
06-Mar-00,1967565,Brazil,BRA,Football,Women,Female,2,,Silver ,ANA VITORIA,1,0
18-May-01,1967616,Brazil,BRA,Football,Women,Female,2,,Silver ,DUDA SAMPAIO,1,0
06-Nov-01,1967599,Brazil,BRA,Football,Women,Female,2,,Silver ,JHENIFFER,1,0
23-Jan-02,1967635,Brazil,BRA,Football,Women,Female,2,,Silver ,VITORIA YAYA,1,0
13-Sep-02,1967606,Brazil,BRA,Football,Women,Female,2,,Silver ,LAUREN,1,0
27-May-03,1967629,Brazil,BRA,Football,Women,Female,2,,Silver ,TARCIANE,1,0
22-Aug-04,1967623,Brazil,BRA,Football,Women,Female,2,,Silver ,PRISCILA,1,0
01-Jul-89,1879826,France,FRA,Handball,Women,Female,2,,Silver ,DARLEUX MINGAM Cleopatre,1,0
11-Aug-91,1879846,France,FRA,Handball,Women,Female,2,,Silver ,NZE MINKO Estelle,1,0
01-Sep-92,1879842,France,FRA,Handball,Women,Female,2,,Silver ,LASSOURCE Coralie,1,0
07-Jul-93,1879856,France,FRA,Handball,Women,Female,2,,Silver ,ZAADI DEUNA Grace,1,0
20-Aug-93,1879834,France,FRA,Handball,Women,Female,2,,Silver ,GLAUSER Laura,1,0
13-Dec-94,1879830,France,FRA,Handball,Women,Female,2,,Silver ,FLIPPES Laura,1,0
19-Apr-95,1879854,France,FRA,Handball,Women,Female,2,,Silver ,VALENTINI Chloe,1,0
21-Oct-95,1879851,France,FRA,Handball,Women,Female,2,,Silver ,SAKO Hatadou,1,0
05-Nov-95,1893824,France,FRA,Handball,Women,Female,2,,Silver ,HORACEK Tamara,1,0
14-Apr-96,1879847,France,FRA,Handball,Women,Female,2,,Silver ,ONDONO Onacia,1,0
03-May-96,1879853,France,FRA,Handball,Women,Female,2,,Silver ,TOUBLANC Alicia,1,0
16-Jun-97,1879839,France,FRA,Handball,Women,Female,2,,Silver ,KANOR Orlane,1,0
25-Feb-98,1879845,France,FRA,Handball,Women,Female,2,,Silver ,NOCANDY Meline,1,0
11-Jun-99,1879836,France,FRA,Handball,Women,Female,2,,Silver ,GRANIER Lucie,1,0
22-Dec-00,1879831,France,FRA,Handball,Women,Female,2,,Silver ,FOPPA Pauletta,1,0
27-Aug-02,1946320,France,FRA,Handball,Women,Female,2,,Silver ,BOUKTIT Sarah,1,0
21-Jan-03,1879835,France,FRA,Handball,Women,Female,2,,Silver ,GRANDVEAU Lena,1,0
25-Jan-94,1926896,China,CHN,Hockey,Women,Female,2,,Silver ,GU Bingfeng,1,0
21-Oct-94,1926915,China,CHN,Hockey,Women,Female,2,,Silver ,YE Jiao,1,0
24-Sep-95,1926909,China,CHN,Hockey,Women,Female,2,,Silver ,OU Zixia,1,0
06-Dec-95,1926912,China,CHN,Hockey,Women,Female,2,,Silver ,XU Wenyu,1,0
28-Jan-97,1926893,China,CHN,Hockey,Women,Female,2,,Silver ,CHEN Yi,1,0
15-Feb-97,1926926,China,CHN,Hockey,Women,Female,2,,Silver ,CHEN Yang,1,0
19-Aug-97,1926898,China,CHN,Hockey,Women,Female,2,,Silver ,HE Jiangxin,1,0
29-Aug-98,1926920,China,CHN,Hockey,Women,Female,2,,Silver ,ZHANG Ying,1,0
01-Sep-98,1926914,China,CHN,Hockey,Women,Female,2,,Silver ,YANG Liu,1,0
31-May-99,1926901,China,CHN,Hockey,Women,Female,2,,Silver ,LI Hong,1,0
14-Jun-99,1926894,China,CHN,Hockey,Women,Female,2,,Silver ,DAN Wen,1,0
23-Sep-99,1926922,China,CHN,Hockey,Women,Female,2,,Silver ,ZHONG Jiaqi,1,0
01-Sep-00,1926923,China,CHN,Hockey,Women,Female,2,,Silver ,ZOU Meirong,1,0
29-Sep-00,1926908,China,CHN,Hockey,Women,Female,2,,Silver ,MA Ning,1,0
30-Apr-01,1926916,China,CHN,Hockey,Women,Female,2,,Silver ,YU Anhui,1,0
07-Dec-02,1926895,China,CHN,Hockey,Women,Female,2,,Silver ,FAN Yunxia,1,0
27-Jan-03,1926910,China,CHN,Hockey,Women,Female,2,,Silver ,TAN Jinzhuang,1,0
06-Aug-92,1896735,Japan,JPN,Judo,Mixed Team,Female,2,,Silver ,TSUNODA Natsumi,1,0
07-Apr-94,1896767,Japan,JPN,Judo,Mixed Team,Female,2,,Silver ,TAKAICHI Miku,1,0
27-Aug-94,1896743,Japan,JPN,Judo,Mixed Team,Female,2,,Silver ,TAKAYAMA Rika,1,0
04-Jul-96,1896744,Japan,JPN,Judo,Mixed Team,Female,2,,Silver ,NIIZOE Saki,1,0
10-Oct-98,1896733,Japan,JPN,Judo,Mixed Team,Female,2,,Silver ,FUNAKUBO Haruka,1,0
09-Jul-00,1896762,Japan,JPN,Judo,Mixed Team,Female,2,,Silver ,SONE Akira,1,0
14-Jul-00,1896760,Japan,JPN,Judo,Mixed Team,Female,2,,Silver ,ABE Uta,1,0
18-Aug-88,1967514,Canada,CAN,Rowing,Women's Eight,Female,2,,Silver ,KIT Kristen,1,0
15-Jul-89,1967522,Canada,CAN,Rowing,Women's Eight,Female,2,,Silver ,SEVICK Jessica,1,0
31-Mar-91,1967511,Canada,CAN,Rowing,Women's Eight,Female,2,,Silver ,GRUCHALLA-WESIERSKI Kasia,1,0
09-May-96,1967528,Canada,CAN,Rowing,Women's Eight,Female,2,,Silver ,WALKER Kristina,1,0
18-Dec-96,4031142,Canada,CAN,Rowing,Women's Eight,Female,2,,Silver ,FILMER Caileigh,1,0
31-Aug-97,1967530,Canada,CAN,Rowing,Women's Eight,Female,2,,Silver ,WASTENEYS Avalon,1,0
16-Sep-97,1967517,Canada,CAN,Rowing,Women's Eight,Female,2,,Silver ,PAYNE Sydney,1,0
28-Jul-01,1967515,Canada,CAN,Rowing,Women's Eight,Female,2,,Silver ,MESCHKULEIT Maya,1,0
04-Mar-02,1967508,Canada,CAN,Rowing,Women's Eight,Female,2,,Silver ,DENT Abby,1,0
17-Jun-86,1901028,Great Britain,GBR,Rowing,Women's Four,Female,2,,Silver ,GLOVER Helen,1,0
25-Nov-93,1901092,Great Britain,GBR,Rowing,Women's Four,Female,2,,Silver ,SHORTEN Rebecca,1,0
18-Aug-94,1901086,Great Britain,GBR,Rowing,Women's Four,Female,2,,Silver ,REDGRAVE Sam,1,0
23-Dec-98,1901037,Great Britain,GBR,Rowing,Women's Four,Female,2,,Silver ,BOOTH Esme,1,0
26-Jan-91,1965562,Netherlands,NED,Rowing,Men's Eight,Female,2,,Silver ,FETTER Dieuwke,1,0
23-Aug-93,1965572,Netherlands,NED,Rowing,Women's Quadruple Sculls,Female,2,,Silver ,de JONG Roos,1,0
02-Jan-96,1965563,Netherlands,NED,Rowing,Women's Quadruple Sculls,Female,2,,Silver ,YOUSSIFOU Laila,1,0
14-Feb-97,1965565,Netherlands,NED,Rowing,Women's Quadruple Sculls,Female,2,,Silver ,PAULIS Bente,1,0
02-Jul-97,1965573,Netherlands,NED,Rowing,Women's Quadruple Sculls,Female,2,,Silver ,DULLEMANS Tessa,1,0
03-Jan-95,1550384,Romania,ROU,Rowing,Lightweight Women's Double Sculls,Female,2,,Silver ,COZMIUC Ionela Livia,1,0
21-May-95,1550661,Romania,ROU,Rowing,Lightweight Women's Double Sculls,Female,2,,Silver ,van GRONINGEN Gianina Elena,1,0
25-Sep-98,1550303,Romania,ROU,Rowing,Women's Double Sculls,Female,2,,Silver ,BODNAR Ancuta,1,0
05-Apr-99,1550560,Romania,ROU,Rowing,Women's Double Sculls,Female,2,,Silver ,RADIS Simona,1,0
07-Mar-94,1550789,Romania,ROU,Rowing,Women's Pair,Female,2,,Silver ,VRINCEANU Ioana,1,0
01-Jan-98,1550289,Romania,ROU,Rowing,Women's Pair,Female,2,,Silver ,ANGHEL Roxana,1,0
12-Jun-97,1538028,Argentina,ARG,Sailing,Mixed Multihull,Female,2,,Silver ,BOSCO Eugenia,1,0
27-Aug-90,1941438,Japan,JPN,Sailing,Mixed Dinghy,Female,2,,Silver ,YOSHIOKA Miho,1,0
22-Jul-95,1564657,Sweden,SWE,Sailing,Women's Skiff,Female,2,,Silver ,NETZLER Rebecca,1,0
05-Jan-98,1564653,Sweden,SWE,Sailing,Women's Skiff,Female,2,,Silver ,BOBECK Vilma,1,0
23-Jul-01,1944397,United States,USA,Shooting,Skeet Mixed Team,Female,2,,Silver ,SMITH Austen Jewell,1,0
24-May-94,1946177,Australia,AUS,Swimming,Women's 4 x 100m Medley Relay,Female,2,,Silver ,McKEON Emma,1,0
24-Mar-97,1946190,Australia,AUS,Swimming,Women's 4 x 100m Medley Relay,Female,2,,Silver ,STRAUCH Jenna,1,0
27-Jul-00,1946146,Australia,AUS,Swimming,Women's 4 x 100m Medley Relay,Female,2,,Silver ,PERKINS Alexandria,1,0
12-Jul-01,1946198,Australia,AUS,Swimming,Women's 4 x 100m Medley Relay,Female,2,,Silver ,McKEOWN Kaylee,1,0
